Acquired Medium google / others,city,Reg at date,Uninstall Date,Usage Days (bin),User ID,Notification Dismiss,Notification Open,Notification Receive,Quiz Count,Session Count,Share Count,Uninstalled,Usage Time,Usertime,Video Count
Normal,Other,3/14/2019,8/20/2020,506,3753,568,108,496,198,269,172,0,525,49663.265282128,60
Normal,Other,9/20/2019,3/12/2020,169,3754,229,170,552,152,127,185,0,174,63388.556929904,71
Normal,Bengaluru,6/3/2019,10/21/2019,112,3756,267,85,996,33,14,94,0,140,35393.117136071,108
Normal,Mumbai,3/9/2020,11/5/2020,225,3758,835,100,94,60,485,88,0,241,21073.003056486,175
Normal,Mumbai,3/31/2019,5/29/2020,422,3762,625,198,144,65,54,187,0,425,43316.140438350,97
Normal,Bengaluru,5/7/2019,11/1/2019,169,3764,940,122,446,89,305,106,0,178,9334.057958862,156
Normal,Bengaluru,3/1/2019,11/1/2020,590,3765,734,105,328,191,354,34,0,611,12542.309583578,188
Normal,Bengaluru,7/10/2019,11/5/2019,112,3767,134,155,275,2,197,151,0,118,16174.663992082,136
Normal,Other,11/14/2019,10/3/2020,309,3769,97,157,473,67,183,56,0,324,20222.885199455,116
Normal,Mumbai,1/9/2019,10/29/2020,646,3770,272,154,277,171,200,186,0,659,40441.599628453,107
Normal,Pune,9/16/2020,12/3/2020,56,3771,925,56,453,156,116,23,0,78,30695.448725320,161
Normal,Pune,6/2/2020,7/15/2020,28,3776,269,142,443,138,479,198,0,43,36638.633082354,117
Normal,Pune,12/16/2019,10/10/2020,281,3778,892,124,147,14,296,99,0,299,8105.007997927,69
Normal,Mumbai,8/13/2020,10/28/2020,56,3779,13,97,974,36,422,42,0,76,23679.326552299,173
Normal,Other,7/17/2020,11/6/2020,84,3781,662,106,506,196,340,97,0,112,8213.648586703,51
Normal,Bengaluru,4/27/2019,6/6/2020,393,3782,668,95,719,153,442,64,0,406,13597.288830346,55
Normal,Pune,12/26/2019,2/3/2020,28,3784,408,9,373,34,310,31,0,39,1073.405483819,110
Normal,Bengaluru,5/28/2019,10/14/2020,478,3785,503,42,319,183,173,71,0,505,39476.500339540,150
Normal,Other,8/1/2019,11/30/2020,478,3793,160,94,433,162,319,101,0,487,14033.141925939,100
Normal,Pune,1/3/2019,7/21/2019,197,3794,803,165,665,103,99,3,0,199,50540.600529944,120
Normal,Other,4/4/2019,4/9/2020,365,3795,259,20,31,44,476,178,0,371,5913.658684953,177
Normal,Mumbai,3/25/2020,6/12/2020,56,3797,504,176,336,20,487,132,0,79,34992.179317536,191
Normal,Bengaluru,2/2/2019,5/14/2020,450,3798,507,171,876,184,270,18,0,467,66218.134694180,157
Normal,Pune,11/22/2019,6/5/2020,169,3800,91,89,562,97,374,49,0,196,32740.815403368,81
Normal,Pune,6/13/2020,11/2/2020,141,3802,147,123,566,8,27,108,0,142,42665.991659958,81
Normal,Bengaluru,8/27/2019,4/21/2020,225,3803,725,182,870,169,52,69,0,238,40052.552053523,114
Normal,Pune,8/27/2019,11/16/2019,56,3807,56,182,384,136,236,87,0,81,69786.173538582,67
Normal,Other,4/21/2019,9/17/2019,141,3808,386,11,57,172,163,59,0,149,10468.519429053,5
Normal,Bengaluru,7/15/2020,9/25/2020,56,3811,678,85,66,132,302,195,0,72,60869.028343621,120
Normal,Other,3/6/2019,12/19/2019,281,3814,534,154,759,76,1,195,0,288,43532.909911664,45
Normal,Other,5/9/2020,9/7/2020,112,3817,641,46,320,58,496,133,0,121,66939.884050867,39
Normal,Mumbai,6/13/2020,8/23/2020,56,3818,806,84,886,184,490,149,0,71,14868.546353227,170
Normal,Pune,12/20/2019,2/22/2020,56,3820,161,7,334,41,259,134,0,64,33275.821117323,141
Normal,Pune,6/29/2019,9/20/2020,422,3821,513,60,343,198,448,39,0,449,13978.9284963,85
Normal,Other,2/26/2020,3/20/2020,0,3822,401,142,361,136,188,121,0,23,48006.555121555,113
Normal,Mumbai,4/8/2019,12/12/2020,590,3823,919,112,387,147,472,25,0,614,1404.891819826,181
Normal,Other,2/22/2020,4/12/2020,28,3825,828,137,463,136,389,47,0,50,64240.043079975,55
Normal,Other,1/9/2019,6/3/2019,141,3826,944,179,365,92,30,38,0,145,19389.886910310,16
Normal,Other,1/27/2019,1/28/2020,365,3830,406,129,244,141,58,139,0,366,8187.834165982,180
Normal,Pune,1/1/2020,6/15/2020,141,3833,164,63,836,92,103,199,0,166,44781.591092222,190
Normal,Bengaluru,4/1/2020,5/15/2020,28,3835,198,72,341,36,113,187,0,44,31819.282011881,78
Normal,Other,11/15/2019,1/20/2020,56,3836,86,40,858,105,469,168,0,66,10320.924389304,59
Normal,Pune,2/15/2019,5/20/2020,450,3837,154,65,348,161,417,174,0,460,59765.657001009,60
Normal,Bengaluru,7/14/2019,9/6/2020,393,3839,350,39,241,41,209,26,0,420,25736.845051602,79
Normal,Bengaluru,1/31/2019,10/22/2020,618,3840,995,86,481,183,444,75,0,630,22753.515866998,10
Normal,Other,11/17/2020,11/27/2020,0,3843,625,183,723,135,99,12,0,10,12750.017527382,43
Normal,Mumbai,4/6/2019,4/16/2020,365,3844,344,172,212,99,116,74,0,376,3650.108685912,89
Normal,Other,4/19/2019,12/11/2019,225,3845,644,114,465,91,425,197,0,236,3914.675125153,54
Normal,Bengaluru,7/28/2019,3/8/2020,197,3846,997,56,968,164,282,54,0,224,19972.496313540,126
Normal,Pune,6/17/2019,12/8/2019,169,3847,525,131,211,183,366,47,0,174,67460.418698038,21
Normal,Pune,8/20/2019,8/21/2019,0,3849,657,88,841,59,302,73,0,1,56106.103048855,23
Normal,Mumbai,12/7/2019,5/29/2020,169,3850,330,136,19,191,74,82,0,174,49573.682202330,80
Normal,Bengaluru,2/9/2019,10/7/2019,225,3851,880,59,558,81,472,29,0,240,29056.203006504,96
Normal,Mumbai,1/4/2019,9/1/2019,225,3853,30,195,778,66,43,29,0,240,15307.059821915,83
Normal,Pune,6/4/2020,11/17/2020,141,3854,198,195,965,197,487,181,0,166,60062.723025160,145
Normal,Mumbai,10/4/2019,9/7/2020,337,3855,922,130,361,180,394,156,0,339,15762.641283248,195
Normal,Mumbai,7/28/2019,9/18/2019,28,3858,17,32,350,22,99,94,0,52,3200.260080646,134
Normal,Mumbai,2/11/2020,5/17/2020,84,3862,632,189,365,105,311,184,0,96,34198.127911127,140
Normal,Mumbai,12/11/2019,2/18/2020,56,3863,856,102,606,156,454,0,0,69,57343.388951160,110
Normal,Mumbai,5/18/2020,9/24/2020,112,3865,20,79,836,68,199,48,0,129,57333.268049572,0
Normal,Bengaluru,4/5/2019,8/23/2019,112,3866,686,55,494,143,356,8,0,140,55462.668626587,43
Normal,Other,4/18/2019,4/3/2020,337,3869,972,23,807,196,396,53,0,351,11131.834436704,49
Normal,Mumbai,2/27/2019,9/18/2020,562,3873,273,89,734,94,285,121,0,569,51176.775470066,21
Normal,Pune,4/10/2019,11/2/2019,197,3874,182,182,21,81,273,132,0,206,44086.138752168,147
Normal,Bengaluru,12/6/2020,12/12/2020,0,3876,524,79,596,146,242,136,0,6,8963.603934198,59
Normal,Bengaluru,9/29/2019,9/19/2020,337,3877,385,7,924,38,2,141,0,356,70266.534361731,185
Normal,Mumbai,2/17/2019,5/6/2020,422,3878,274,67,686,39,306,119,0,444,43108.802048015,140
Normal,Pune,7/8/2019,8/2/2020,365,3879,148,146,200,61,72,29,0,391,32071.346138295,160
Normal,Mumbai,9/1/2019,11/11/2020,422,3881,529,181,118,21,418,115,0,437,58031.510858492,94
Normal,Other,1/3/2019,5/7/2019,112,3883,630,79,91,62,127,177,0,124,35941.566304278,192
Normal,Other,2/4/2019,6/24/2019,112,3888,205,18,361,169,83,146,0,140,50022.307335646,103
Normal,Bengaluru,11/6/2019,1/9/2020,56,3890,784,24,908,16,383,31,0,64,30358.087348691,144
Normal,Mumbai,5/27/2020,10/15/2020,141,3891,181,0,870,48,413,62,0,141,30941.548571995,145
Normal,Pune,3/19/2019,9/24/2019,169,3892,578,112,865,64,142,104,0,189,58433.145680261,175
Normal,Bengaluru,6/20/2019,3/16/2020,253,3894,11,47,616,148,488,102,0,270,31018.576363899,66
Normal,Mumbai,4/9/2019,4/12/2019,0,3895,31,89,612,89,315,59,0,3,34525.302559810,78
Normal,Other,7/5/2020,9/29/2020,84,3898,708,86,839,16,24,165,0,86,4109.897842976,194
Normal,Mumbai,7/12/2019,8/31/2019,28,3900,986,144,533,44,433,172,0,50,48932.058542997,124
Normal,Other,2/14/2019,3/25/2019,28,3904,134,68,258,61,347,122,0,39,8249.020610261,31
Normal,Pune,9/23/2019,1/2/2020,84,3909,456,95,214,41,425,53,0,101,45068.303529360,14
Normal,Mumbai,10/21/2019,4/25/2020,169,3913,267,96,280,115,331,103,0,187,62818.501631503,157
Normal,Mumbai,6/28/2019,8/19/2019,28,3914,284,75,937,80,457,88,0,52,48886.126380752,89
Normal,Pune,12/4/2019,1/30/2020,56,3915,753,89,904,72,330,199,0,57,2390.464724536,36
Normal,Mumbai,9/5/2019,8/19/2020,337,3917,363,0,81,5,43,2,0,349,6152.272216599,137
Normal,Other,6/30/2019,1/22/2020,197,3918,500,141,370,178,89,27,0,206,42788.338195061,159
Normal,Mumbai,8/20/2019,1/3/2020,112,3922,2,144,736,94,262,118,0,136,59254.537487810,169
Normal,Bengaluru,1/6/2019,7/31/2020,562,3923,390,161,874,50,103,36,0,572,61273.650119031,157
Normal,Mumbai,2/7/2019,9/22/2019,225,3924,487,40,90,34,427,162,0,227,26072.939532662,199
Normal,Bengaluru,11/6/2019,12/23/2019,28,3925,253,161,761,185,130,188,0,47,17963.652550423,60
Normal,Bengaluru,7/7/2019,5/10/2020,281,3926,526,70,194,2,101,110,0,308,39607.981137065,145
Normal,Other,2/23/2019,12/31/2019,309,3930,136,9,939,157,99,78,0,311,16339.717933147,153
Normal,Other,1/20/2020,3/16/2020,28,3932,810,188,186,4,60,48,0,56,55269.773216005,114
Normal,Mumbai,3/22/2019,11/11/2020,590,3935,608,111,251,98,270,79,0,600,58390.792230316,149
Normal,Pune,9/19/2019,12/5/2019,56,3938,335,196,992,25,112,148,0,77,65951.534604510,63
Normal,Other,9/10/2019,10/29/2020,393,3939,328,157,474,186,94,33,0,415,63447.422594817,176
Normal,Other,6/2/2019,10/30/2020,506,3941,108,178,327,178,250,10,0,516,11837.710190389,172
Normal,Mumbai,11/11/2019,7/20/2020,225,3942,424,17,518,171,472,121,0,252,5188.193049810,168
Normal,Pune,5/26/2019,12/7/2019,169,3943,967,105,389,84,290,182,0,195,51189.210529816,63
Normal,Mumbai,1/5/2019,11/20/2020,674,3944,409,51,893,132,291,0,0,685,32801.033069611,164
Normal,Pune,1/18/2020,5/5/2020,84,3945,164,62,719,20,439,93,0,108,66110.988345155,95
Normal,Pune,4/25/2019,3/28/2020,337,3946,526,197,791,70,61,11,0,338,63342.476004593,77
Normal,Bengaluru,11/20/2019,9/12/2020,281,3947,599,80,486,90,469,51,0,297,12212.760849502,43
Normal,Pune,1/2/2019,7/1/2019,169,3951,458,103,658,7,368,140,0,180,29954.919330504,139
Normal,Other,1/14/2019,1/21/2020,365,3952,949,70,478,186,224,22,0,372,69425.713601310,130
Normal,Bengaluru,1/29/2019,3/29/2019,56,3953,719,152,383,57,454,114,0,59,15990.533186640,193
Normal,Mumbai,3/1/2019,10/9/2020,562,3954,285,45,513,142,191,98,0,588,51241.105850520,131
Normal,Pune,3/13/2020,5/11/2020,56,3955,951,124,905,151,462,166,0,59,20365.732752537,91
Normal,Other,4/19/2020,6/13/2020,28,3956,87,52,958,53,31,47,0,55,32484.675320408,54
Normal,Mumbai,5/9/2019,10/24/2020,534,3957,799,87,990,147,324,105,0,534,36867.025015164,44
Normal,Other,8/16/2020,9/29/2020,28,3958,583,50,611,126,146,44,0,44,64505.735848312,22
Normal,Bengaluru,9/8/2019,11/26/2020,422,3962,427,59,237,132,334,144,0,445,65950.589125910,164
Normal,Bengaluru,1/19/2020,2/28/2020,28,3963,570,77,494,76,90,96,0,40,45542.030212955,77
Normal,Pune,11/19/2019,3/12/2020,112,3965,825,42,509,120,15,199,0,114,31834.811045202,119
Normal,Mumbai,2/1/2019,6/15/2019,112,3966,918,121,95,155,33,169,0,134,13370.149767426,135
Normal,Other,4/24/2019,12/9/2020,590,3967,320,38,169,45,84,147,0,595,38437.629688538,26
Normal,Other,1/10/2019,8/3/2019,197,3968,802,42,705,91,162,26,0,205,25400.286408430,126
Normal,Mumbai,11/10/2019,6/29/2020,225,3970,978,36,409,13,54,196,0,232,30106.566274642,134
Normal,Other,2/24/2020,8/12/2020,169,3972,194,99,849,65,184,52,0,170,45258.617560190,11
Normal,Pune,7/21/2020,8/19/2020,28,3975,814,198,479,90,207,145,0,29,14603.250784087,52
Normal,Pune,6/12/2019,6/21/2020,365,3976,209,152,482,110,402,184,0,375,49485.523073799,124
Normal,Mumbai,4/27/2019,12/13/2019,225,3977,668,23,456,173,330,148,0,230,26660.246777583,120
Normal,Bengaluru,6/12/2019,9/11/2019,84,3978,944,25,262,129,78,171,0,91,40257.041700041,18
Normal,Mumbai,4/21/2019,8/1/2019,84,3979,395,20,414,173,96,145,0,102,44546.027448091,121
Normal,Mumbai,4/14/2020,6/12/2020,56,3980,359,178,842,62,187,171,0,59,42601.031763638,156
Normal,Pune,5/17/2020,12/8/2020,197,3981,675,26,887,141,9,161,0,205,29912.660762899,24
Normal,Pune,2/7/2019,9/9/2020,562,3985,401,71,603,88,112,74,0,580,68560.624216101,53
Normal,Mumbai,10/31/2019,12/6/2020,393,3986,677,161,400,86,180,190,0,402,42796.524401140,112
Normal,Other,8/11/2019,4/15/2020,225,3988,153,29,465,120,296,195,0,248,34956.609379929,60
Normal,Other,2/2/2019,3/17/2020,393,3992,262,173,593,3,336,113,0,409,57722.106487120,181
Normal,Pune,3/11/2019,2/5/2020,309,3993,704,136,510,54,336,99,0,331,3147.438503329,84
Normal,Mumbai,4/12/2020,4/30/2020,0,3994,503,186,877,72,248,107,0,18,40423.241924860,129
Normal,Pune,3/13/2020,10/24/2020,225,3995,265,139,886,41,443,83,0,225,49845.906422788,36
Normal,Pune,2/5/2019,2/10/2020,365,3997,659,63,634,30,496,194,0,370,21062.025321101,165
Normal,Mumbai,4/1/2019,12/11/2019,253,3999,583,129,482,198,257,158,0,254,477.013885891,141
Normal,Bengaluru,9/26/2019,11/14/2019,28,4000,174,131,433,145,33,65,0,49,38516.864360730,122
Normal,Bengaluru,7/9/2019,12/11/2020,506,4002,642,15,801,86,219,96,0,521,65072.085166417,38
Normal,Other,4/23/2019,12/3/2019,197,4007,43,43,165,7,65,162,0,224,64686.666335592,23
Normal,Other,9/5/2020,11/26/2020,56,4008,97,124,624,142,64,30,0,82,63735.74190578,124
Normal,Other,9/9/2020,12/8/2020,84,4009,958,153,66,150,148,55,0,90,13723.510710403,8
Normal,Bengaluru,9/7/2019,10/25/2020,393,4010,428,153,177,104,429,149,0,414,26084.493860880,142
Normal,Bengaluru,5/31/2019,6/20/2019,0,4012,529,144,500,29,138,79,0,20,29052.961330717,57
Normal,Pune,5/28/2019,2/1/2020,225,4013,811,133,987,42,60,107,0,249,29337.758884378,46
Normal,Pune,7/23/2020,11/12/2020,84,4014,633,133,919,48,157,73,0,112,3220.939439877,65
Normal,Bengaluru,1/29/2020,3/31/2020,56,4016,559,5,82,172,248,20,0,62,9563.518535552,145
Normal,Mumbai,6/10/2020,10/4/2020,112,4017,371,109,393,95,43,73,0,116,4902.018117805,45
Normal,Other,2/23/2019,4/5/2019,28,4018,438,94,476,2,259,163,0,41,26423.006174594,2
Normal,Mumbai,11/30/2019,6/1/2020,169,4019,320,189,992,1,18,9,0,184,16179.983881555,21
Normal,Mumbai,3/19/2019,1/17/2020,281,4021,609,81,750,135,76,153,0,304,63096.782988115,65
Normal,Bengaluru,4/19/2019,12/27/2019,225,4022,484,83,751,9,389,164,0,252,60313.483078983,99
Normal,Bengaluru,3/9/2019,5/8/2019,56,4024,758,98,243,40,292,49,0,60,61621.290535144,196
Normal,Pune,5/12/2020,11/6/2020,169,4026,228,58,609,21,58,164,0,178,61051.079532958,116
Normal,Bengaluru,9/14/2019,4/19/2020,197,4029,236,117,99,145,47,1,0,218,32751.833531684,114
Normal,Bengaluru,6/24/2019,7/30/2020,393,4032,621,33,935,184,53,116,0,402,13331.873975647,155
Normal,Pune,5/2/2020,10/4/2020,141,4034,419,36,332,62,286,27,0,155,11241.702413882,191
Normal,Other,2/4/2019,3/23/2019,28,4035,643,56,306,95,177,107,0,47,59043.210492894,56
Normal,Other,1/28/2020,12/2/2020,281,4040,842,19,979,183,126,142,0,309,11964.826805251,153
Normal,Pune,3/13/2020,3/26/2020,0,4041,565,4,217,78,35,151,0,13,52772.255777436,117
Normal,Pune,4/2/2019,1/19/2020,281,4043,316,170,628,141,50,173,0,292,36537.272262933,163
Normal,Mumbai,2/7/2019,1/16/2020,337,4044,859,85,216,192,229,1,0,343,57088.410481945,1
Normal,Pune,4/24/2019,6/28/2020,422,4047,780,13,572,91,283,174,0,431,24783.908448698,189
Normal,Bengaluru,9/5/2019,7/25/2020,309,4048,131,5,434,31,208,91,0,324,15850.161959060,129
Normal,Pune,10/7/2019,6/28/2020,253,4049,428,101,591,184,207,139,0,265,57312.162545923,112
Normal,Mumbai,6/26/2019,7/25/2019,28,4050,568,94,634,15,382,50,0,29,50082.473018601,125
Normal,Mumbai,9/22/2019,5/22/2020,225,4051,587,174,443,20,38,138,0,243,30486.408612213,188
Normal,Mumbai,5/23/2020,7/13/2020,28,4055,673,195,674,123,264,163,0,51,11832.926527214,173
Normal,Pune,1/29/2020,7/27/2020,169,4057,541,80,6,67,85,84,0,180,27049.977528220,35
Normal,Bengaluru,7/29/2020,12/6/2020,112,4058,632,180,389,2,245,86,0,130,48815.839784327,143
Normal,Mumbai,11/16/2019,7/15/2020,225,4059,372,53,495,82,340,123,0,242,53031.566455391,148
Normal,Bengaluru,1/19/2020,2/22/2020,28,4060,519,80,306,15,370,26,0,34,5224.725701260,29
Normal,Pune,8/28/2019,2/21/2020,169,4062,645,159,782,181,480,23,0,177,69827.083373303,47
Normal,Other,4/8/2019,7/30/2019,112,4063,904,172,185,0,346,176,0,113,38727.704921180,19
Normal,Other,8/13/2019,5/9/2020,253,4064,843,83,704,111,472,68,0,270,23300.432997702,158
Normal,Other,9/27/2019,10/30/2019,28,4065,484,71,573,129,205,154,0,33,11717.206009933,160
Normal,Pune,11/6/2019,4/15/2020,141,4066,146,196,862,95,407,69,0,161,55846.993672385,85
Normal,Other,2/13/2019,10/27/2020,618,4070,347,2,671,100,302,99,0,622,68567.992234549,175
Normal,Bengaluru,6/22/2019,10/1/2020,450,4072,339,88,198,72,473,122,0,467,51136.154590600,184
Normal,Bengaluru,5/20/2019,1/5/2020,225,4075,845,8,544,156,135,3,0,230,36326.471642776,100
Normal,Pune,11/20/2019,10/2/2020,309,4078,351,48,603,97,179,79,0,317,69223.481558986,151
Normal,Mumbai,9/6/2020,12/8/2020,84,4082,465,110,929,73,402,120,0,93,46243.457524289,7
Normal,Bengaluru,10/27/2020,11/6/2020,0,4083,130,61,135,144,255,53,0,10,34895.496231820,53
Normal,Mumbai,8/19/2019,12/3/2020,450,4086,156,139,610,101,135,169,0,472,47698.936404614,149
Normal,Other,2/24/2019,5/29/2020,450,4092,21,56,135,8,265,191,0,460,46233.875697486,124
Normal,Other,6/19/2019,9/10/2020,422,4093,695,38,318,9,173,51,0,449,33429.785038490,22
Normal,Mumbai,7/23/2020,10/13/2020,56,4094,599,110,731,1,403,170,0,82,13719.959409099,170
Normal,Other,4/22/2019,10/3/2020,506,4096,387,142,404,22,468,39,0,530,15178.666968236,171
Normal,Other,10/10/2019,10/14/2019,0,4097,563,11,880,9,239,153,0,4,35510.852568894,104
Normal,Other,10/13/2019,11/23/2020,393,4099,800,100,476,11,170,73,0,407,53305.864317402,48
Normal,Mumbai,9/20/2019,10/18/2020,393,4100,933,32,627,23,416,145,0,394,5040.794959403,32
Normal,Other,9/22/2019,9/2/2020,337,4105,965,18,654,152,42,179,0,346,7325.834801851,97
Normal,Pune,8/7/2019,3/3/2020,197,4107,386,192,499,109,212,83,0,209,24716.529741272,33
Normal,Bengaluru,4/15/2019,6/11/2020,422,4109,741,160,617,170,127,7,0,423,54558.370339127,25
Normal,Other,9/1/2019,10/14/2019,28,4111,299,77,555,180,240,134,0,43,64810.898081118,49
Normal,Bengaluru,3/21/2019,4/8/2019,0,4113,304,16,739,110,155,8,0,18,68055.489709905,120
Normal,Pune,10/6/2020,11/9/2020,28,4114,655,16,356,92,433,150,0,34,68367.911494769,174
Normal,Bengaluru,4/19/2019,7/28/2020,450,4117,78,16,309,65,81,169,0,466,16981.027327852,147
Normal,Bengaluru,1/4/2019,3/13/2020,422,4119,491,35,858,102,150,141,0,434,61872.615214094,19
Normal,Mumbai,1/4/2019,7/10/2019,169,4122,932,9,523,74,358,2,0,187,17396.633132610,97
Normal,Mumbai,4/20/2019,7/22/2020,450,4123,875,37,154,88,301,6,0,459,13885.431491698,182
Normal,Bengaluru,10/22/2019,3/7/2020,112,4124,778,42,439,101,334,130,0,137,17196.337889554,5
Normal,Pune,1/11/2019,10/10/2019,253,4126,265,141,358,43,204,95,0,272,66217.904000061,169
Normal,Mumbai,4/18/2020,6/30/2020,56,4128,822,48,319,131,298,80,0,73,30609.532456064,79
Normal,Mumbai,9/8/2019,3/15/2020,169,4129,387,75,80,6,9,49,0,189,48486.357653858,145
Normal,Other,1/6/2020,10/27/2020,281,4133,398,140,418,144,300,142,0,295,39941.361231092,4
Normal,Other,4/28/2020,10/11/2020,141,4135,756,197,308,110,373,29,0,166,795.440257145,55
Normal,Bengaluru,5/15/2019,7/17/2019,56,4136,457,58,730,57,317,184,0,63,31464.09050293,165
Normal,Mumbai,3/14/2019,8/28/2020,506,4137,375,138,610,87,246,100,0,533,18141.501788911,33
Normal,Bengaluru,9/26/2019,7/28/2020,281,4139,137,89,630,78,59,150,0,306,30559.939341980,90
Normal,Bengaluru,8/21/2019,3/3/2020,169,4140,657,49,452,183,220,82,0,195,18174.223214934,81
Normal,Pune,1/5/2019,7/6/2019,169,4142,543,164,594,95,375,139,0,182,59438.316447600,167
Normal,Bengaluru,3/14/2019,8/29/2019,141,4143,708,181,953,17,296,173,0,168,66372.982144715,134
Normal,Bengaluru,10/15/2019,8/12/2020,281,4147,664,52,303,162,202,101,0,302,10273.564828225,141
Normal,Pune,5/23/2020,10/5/2020,112,4148,67,172,768,94,277,145,0,135,53255.054293330,36
Normal,Pune,7/25/2019,6/12/2020,309,4149,383,135,253,185,45,164,0,323,28655.492214469,33
Normal,Mumbai,2/8/2020,11/22/2020,281,4150,1,39,235,2,438,176,0,288,26590.094386058,68
Normal,Bengaluru,7/9/2019,4/27/2020,281,4152,660,32,614,150,352,68,0,293,8413.641688065,197
Normal,Mumbai,5/13/2020,9/9/2020,112,4155,684,151,720,2,179,59,0,119,5682.930121963,146
Normal,Bengaluru,12/13/2019,7/20/2020,197,4156,876,83,868,31,485,178,0,220,70580.159548592,175
Normal,Other,9/8/2019,4/2/2020,197,4161,581,106,55,49,448,180,0,207,53031.684422022,17
Normal,Pune,1/31/2019,11/7/2020,618,4162,291,163,231,155,358,92,0,646,5373.745734215,26
Normal,Mumbai,10/15/2019,1/28/2020,84,4163,57,17,139,17,204,107,0,105,11605.155488234,85
Normal,Other,2/13/2020,7/25/2020,141,4164,129,94,614,117,78,130,0,163,61784.036304585,107
Normal,Bengaluru,3/10/2019,11/12/2020,590,4165,808,2,218,125,381,140,0,613,16599.466664190,68
Normal,Mumbai,3/29/2019,7/30/2019,112,4166,411,40,305,150,484,59,0,123,33662.719567415,176
Normal,Pune,11/17/2019,8/23/2020,253,4167,176,18,631,40,179,18,0,280,26398.086868745,67
Normal,Mumbai,3/9/2019,5/13/2019,56,4169,613,146,647,61,315,176,0,65,31272.522173201,69
Normal,Pune,9/21/2020,11/29/2020,56,4170,851,178,978,15,390,5,0,69,55170.182706054,156
Normal,Other,1/31/2020,10/11/2020,253,4172,660,83,961,9,36,102,0,254,25071.813925575,181
Normal,Bengaluru,7/4/2019,11/9/2019,112,4173,620,80,429,125,260,44,0,128,2662.313857020,67
Normal,Bengaluru,4/22/2019,5/16/2019,0,4174,951,12,808,85,421,165,0,24,35739.807817494,164
Normal,Mumbai,3/27/2020,4/16/2020,0,4176,639,16,647,189,389,86,0,20,65408.253619239,35
Normal,Other,7/2/2020,7/12/2020,0,4179,918,69,941,27,342,7,0,10,31077.573699601,47
Normal,Pune,1/30/2020,2/11/2020,0,4181,242,30,34,62,406,32,0,12,64416.291281585,139
Normal,Other,5/11/2019,11/7/2019,169,4184,818,104,769,0,408,90,0,180,35549.672444272,7
Normal,Mumbai,3/19/2019,5/13/2019,28,4185,796,47,447,160,121,5,0,55,15550.712994378,150
Normal,Other,9/4/2019,5/7/2020,225,4186,821,143,310,26,474,113,0,246,24425.339895774,179
Normal,Mumbai,5/17/2019,4/10/2020,309,4187,589,153,825,11,488,171,0,329,14234.074667615,127
Normal,Pune,1/1/2019,9/23/2019,253,4190,413,83,89,65,291,194,0,265,49102.596731649,88
Normal,Pune,10/18/2019,1/10/2020,56,4191,721,47,894,196,310,167,0,84,60081.405296509,191
Normal,Mumbai,7/31/2019,10/27/2020,450,4195,914,187,977,76,421,26,0,454,58414.215102932,173
Normal,Bengaluru,4/18/2019,5/11/2019,0,4196,79,4,597,44,81,174,0,23,11248.968127775,121
Normal,Mumbai,5/13/2020,11/19/2020,169,4198,465,4,306,168,347,36,0,190,35172.962026701,34
Normal,Pune,1/12/2019,7/4/2020,534,4200,69,46,205,177,17,34,0,539,66450.386692855,52
